"","id","match_num","win_num","winning_rate","level"
"3","bassboy",4,4,1,"level 1"
"6","bob_the_bunny",3,3,1,"level 1"
"25","ins0mn1a",3,3,1,"level 1"
"37","micaiahwa",8,8,1,"level 1"
"40","moty1",5,5,1,"level 1"
"41","mr_zilgaze",4,4,1,"level 1"
"27","karsh",5,4,0.8,"level 1"
"36","micahkohn",5,4,0.8,"level 1"
"53","sara_z_1396",5,4,0.8,"level 1"
"39","mlkrt",3,2,0.666666666666667,"level 1"
"48","quantumbear",3,2,0.666666666666667,"level 1"
"54","satuninja",3,2,0.666666666666667,"level 1"
"23","hash_13-chess",16,10,0.625,"level 1"
"21","gourang",10,6,0.6,"level 1"
"22","grandmasterblr",4,2,0.5,"level 1"
"52","sanchitkaushal",6,3,0.5,"level 1"
"57","szachysta",7,3,0.428571428571429,"level 1"
"38","misfox",5,2,0.4,"level 1"
"5","blokh1n",3,1,0.333333333333333,"level 1"
"12","crazyscientist1",6,2,0.333333333333333,"level 1"
"13","crosshair",3,1,0.333333333333333,"level 1"
"18","deekay17",3,1,0.333333333333333,"level 1"
"31","mamaszachistka",3,1,0.333333333333333,"level 1"
"32","marellik",3,1,0.333333333333333,"level 1"
"46","pooperic",3,1,0.333333333333333,"level 1"
"59","theboss101",3,1,0.333333333333333,"level 1"
"55","shivangithegenius",13,4,0.307692307692308,"level 1"
"7","brunodecarry",4,1,0.25,"level 1"
"49","ravoshm",4,1,0.25,"level 1"
"51","samuelpro",4,1,0.25,"level 1"
"56","sureka_akshat",4,1,0.25,"level 1"
"14","danielgraham88",7,1,0.142857142857143,"level 1"
"1","alexmorato",4,0,0,"level 1"
"2","alliekatxoxo1",7,0,0,"level 1"
"4","beastly",8,0,0,"level 1"
"8","burks",3,0,0,"level 1"
"9","carlosamadorsanchez",3,0,0,"level 1"
"10","chetelozuro",3,0,0,"level 1"
"11","coco31",5,0,0,"level 1"
"15","darrell300",3,0,0,"level 1"
"16","dbercaw",3,0,0,"level 1"
"17","dearj",3,0,0,"level 1"
"19","fieloxx",3,0,0,"level 1"
"20","giigii",3,0,0,"level 1"
"24","init9",3,0,0,"level 1"
"26","jdy",3,0,0,"level 1"
"28","kylecuver1",10,0,0,"level 1"
"29","lilbigjay",3,0,0,"level 1"
"30","makegus1",4,0,0,"level 1"
"33","marigw",9,0,0,"level 1"
"34","marinovanec",3,0,0,"level 1"
"35","marmoraka5",4,0,0,"level 1"
"42","muorota",4,0,0,"level 1"
"43","myklfriend",4,0,0,"level 1"
"44","ntam",4,0,0,"level 1"
"45","omar_naguib",4,0,0,"level 1"
"47","pouyandp",5,0,0,"level 1"
"50","robertoautista",3,0,0,"level 1"
"58","temi2017",3,0,0,"level 1"
"60","valibulin",5,0,0,"level 1"
"61","xblazin_grape",9,0,0,"level 1"
"62","zoerichi",3,0,0,"level 1"
"810","academicninja99",4,4,1,"level 2"
"1610","ajji58",4,4,1,"level 2"
"3210","andreas636",4,4,1,"level 2"
"4610","aslan737373",3,3,1,"level 2"
"541","barker1964",3,3,1,"level 2"
"65","blazingdragon",3,3,1,"level 2"
"72","brandonbos",3,3,1,"level 2"
"75","brucewayne100",3,3,1,"level 2"
"79","bulletlover",3,3,1,"level 2"
"97","chita",3,3,1,"level 2"
"100","clash_royale",5,5,1,"level 2"
"112","daniamurashov",5,5,1,"level 2"
"130","diliprake",3,3,1,"level 2"
"136","dragonstar1738",4,4,1,"level 2"
"144","e-shaposhnikov",3,3,1,"level 2"
"147","eche777",4,4,1,"level 2"
"149","egor-220",3,3,1,"level 2"
"181","gr3ch",3,3,1,"level 2"
"190","hick4u1219",4,4,1,"level 2"
"199","indignantary",5,5,1,"level 2"
"201","inna457",3,3,1,"level 2"
"202","iriskesss",3,3,1,"level 2"
"204","ispavlo",3,3,1,"level 2"
"208","iwikipedia",3,3,1,"level 2"
"209","jackdouxx",4,4,1,"level 2"
"224","jojo58",4,4,1,"level 2"
"235","julien63000",5,5,1,"level 2"
"236","juozaskaz",3,3,1,"level 2"
"237","just_basics",3,3,1,"level 2"
"240","kachess10204542",3,3,1,"level 2"
"250","kingestee33",3,3,1,"level 2"
"251","kingfbh",3,3,1,"level 2"
"252","knight_knemesis",4,4,1,"level 2"
"254","kopr",4,4,1,"level 2"
"268","lelik3310",4,4,1,"level 2"
"272","lyca",3,3,1,"level 2"
"294","mbmlubos",3,3,1,"level 2"
"303","miqomanukyan2001",3,3,1,"level 2"
"321","oldsim",3,3,1,"level 2"
"323","omniomega77",3,3,1,"level 2"
"325","paavel02",3,3,1,"level 2"
"327","pablog2200",3,3,1,"level 2"
"333","pasch0s",3,3,1,"level 2"
"334","patolino",3,3,1,"level 2"
"335","patrizio67",4,4,1,"level 2"
"344","piroz_xucestih",8,8,1,"level 2"
"345","pjjjzz",3,3,1,"level 2"
"366","ringhals",3,3,1,"level 2"
"368","robotec",3,3,1,"level 2"
"379","schneetatze",3,3,1,"level 2"
"384","serg0901",4,4,1,"level 2"
"395","snowden",5,5,1,"level 2"
"409","synadze",3,3,1,"level 2"
"422","thekingdomcome",3,3,1,"level 2"
"424","thepawnsofwrath",3,3,1,"level 2"
"451","vikrant_dalvi",4,4,1,"level 2"
"461","wiggleitjiggleit",12,12,1,"level 2"
"469","xapoh",4,4,1,"level 2"
"244","kastorcito",11,10,0.909090909090909,"level 2"
"374","run5k",7,6,0.857142857142857,"level 2"
"365","ri_chess",6,5,0.833333333333333,"level 2"
"439","trrrrillionaire",6,5,0.833333333333333,"level 2"
"462","williamyen",6,5,0.833333333333333,"level 2"
"710","abujssar",5,4,0.8,"level 2"
"363","rfabian",5,4,0.8,"level 2"
"460","whfo",5,4,0.8,"level 2"
"242","karsh",9,7,0.777777777777778,"level 2"
"210","jakubsagitario17",13,10,0.769230769230769,"level 2"
"70","bobbyevans",4,3,0.75,"level 2"
"127","dfdghgh",8,6,0.75,"level 2"
"217","jejeh",4,3,0.75,"level 2"
"269","lightfoot",4,3,0.75,"level 2"
"274","maciek1959",4,3,0.75,"level 2"
"306","mitkonikov",4,3,0.75,"level 2"
"328","pachiviris",4,3,0.75,"level 2"
"351","prototip",4,3,0.75,"level 2"
"370","rodrigowski19",12,9,0.75,"level 2"
"378","scardanelli",4,3,0.75,"level 2"
"432","tong1995",4,3,0.75,"level 2"
"433","tony98000",4,3,0.75,"level 2"
"454","voodooo",4,3,0.75,"level 2"
"477","zilic1",4,3,0.75,"level 2"
"101","codagirl",7,5,0.714285714285714,"level 2"
"153","emigrate",7,5,0.714285714285714,"level 2"
"342","piley159",7,5,0.714285714285714,"level 2"
"910","accesspror4",3,2,0.666666666666667,"level 2"
"2310","alexandre_silva",3,2,0.666666666666667,"level 2"
"3510","angelsanchez",3,2,0.666666666666667,"level 2"
"4310","arturfritz",3,2,0.666666666666667,"level 2"
"601","benev82",3,2,0.666666666666667,"level 2"
"611","bigbrother101",3,2,0.666666666666667,"level 2"
"621","bilel16",3,2,0.666666666666667,"level 2"
"76","bu11d0zer",3,2,0.666666666666667,"level 2"
"84","catire25",6,4,0.666666666666667,"level 2"
"90","chenla",6,4,0.666666666666667,"level 2"
"102","conormac",3,2,0.666666666666667,"level 2"
"114","dantesmontecristo",3,2,0.666666666666667,"level 2"
"116","dav54",3,2,0.666666666666667,"level 2"
"123","delfoscabernard",3,2,0.666666666666667,"level 2"
"134","dj822",3,2,0.666666666666667,"level 2"
"135","dpoty",6,4,0.666666666666667,"level 2"
"139","drimagrela",3,2,0.666666666666667,"level 2"
"150","elcortez",3,2,0.666666666666667,"level 2"
"159","estebanpinto72",3,2,0.666666666666667,"level 2"
"161","ewafx",3,2,0.666666666666667,"level 2"
"173","galina-slog",3,2,0.666666666666667,"level 2"
"183","grundlesniffer",12,8,0.666666666666667,"level 2"
"187","hayati563",3,2,0.666666666666667,"level 2"
"192","howichok",3,2,0.666666666666667,"level 2"
"194","iamaliveandbored",6,4,0.666666666666667,"level 2"
"205","isuckatchess96",3,2,0.666666666666667,"level 2"
"221","jlb78",3,2,0.666666666666667,"level 2"
"225","jokokwok",3,2,0.666666666666667,"level 2"
"226","jonhnyorion",6,4,0.666666666666667,"level 2"
"227","jore82",3,2,0.666666666666667,"level 2"
"231","jrandmaster",6,4,0.666666666666667,"level 2"
"239","jutton1",3,2,0.666666666666667,"level 2"
"256","krish1991",3,2,0.666666666666667,"level 2"
"263","lasttry",3,2,0.666666666666667,"level 2"
"265","ledaua",3,2,0.666666666666667,"level 2"
"266","legendaryherojuice",3,2,0.666666666666667,"level 2"
"267","leks86",3,2,0.666666666666667,"level 2"
"277","magrabi",3,2,0.666666666666667,"level 2"
"279","maiconoo8oo",3,2,0.666666666666667,"level 2"
